river,year,row_id,x,y,DamBin,DamBin_encoded,Regulated_binary,DamDistance_km,migration_rate_m_per_yr,curvature_1_per_m,EVI_change_2000_2016_unitless,EVI_change_2016_2024_unitless,Delta_EVI_change_unitless,CV_runoff_ERA5_2000_2016_unitless,CV_runoff_ERA5_2016_2024_unitless,Delta_ERA5_CV_unitless
Cahaba,2000,1171,488157.3459,3579925.505,No Dam,0,0,0.0,-4.625594358,0.001318185,0.043663301,0.277885157,0.234221856,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1172,488070.2676,3579997.273,No Dam,0,0,0.0,-1.20265415,0.000866212,0.030575584,-0.352742435,-0.383318019,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1173,487953.8813,3580061.938,No Dam,0,0,0.0,-2.306401912,0.001126713,-0.005075108,0.765092526,0.770167634,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1174,487873.2243,3580097.152,No Dam,0,0,0.0,-1.808780197,0.000671931,0.011274365,0.139546155,0.12827179,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1175,487757.1651,3580133.304,No Dam,0,0,0.0,-2.133207035,2.27e-05,0.027986646,-0.166003501,-0.193990147,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1176,487676.4578,3580165.63,No Dam,0,0,0.0,-3.365623512,0.000154675,0.054108673,0.518769543,0.46466087,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1177,487563.745,3580202.481,No Dam,0,0,0.0,-0.452622672,-0.000359857,0.02627762,1.464434401,1.438156781,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1178,487472.8583,3580229.62,No Dam,0,0,0.0,-0.367531956,-0.001590307,0.038410335,0.062003878,0.023593543,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1179,487388.8375,3580283.02,No Dam,0,0,0.0,1.574442746,-0.003983465,-0.014275044,-0.364816772,-0.350541728,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1180,487347.6405,3580322.436,No Dam,0,0,0.0,0.378353584,-0.007563394,0.041855128,-0.214471138,-0.256326266,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1181,487329.1697,3580398.601,No Dam,0,0,0.0,-1.507892726,-0.001937953,0.092469172,-0.604660596,-0.697129768,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1182,487321.7603,3580501.795,No Dam,0,0,0.0,1.116759577,-0.000811444,-0.029844628,-0.400417777,-0.370573149,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1183,487326.0558,3580567.864,No Dam,0,0,0.0,-1.229444642,-0.00143432,0.008568379,-0.225383263,-0.233951642,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1184,487319.8276,3580643.766,No Dam,0,0,0.0,0.235477884,-0.000340926,0.024471108,0.483311081,0.458839973,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1185,487351.3646,3580773.502,No Dam,0,0,0.0,-0.759236693,0.001053207,-0.032595959,1.105954388,1.138550347,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1186,487345.2725,3580888.374,No Dam,0,0,0.0,0.944720542,0.003891881,-0.008160707,-0.371256876,-0.363096169,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1187,487311.5945,3580969.177,No Dam,0,0,0.0,-0.400290724,0.003218801,-0.024536858,-0.441654853,-0.417117995,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1188,487227.2528,3581059.783,No Dam,0,0,0.0,-2.016631911,0.000814031,0.018651263,0.610846833,0.59219557,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1189,487107.8749,3581157.147,No Dam,0,0,0.0,-1.968349785,-4.83e-05,-0.004494715,0.62084745,0.625342165,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1190,487031.4735,3581217.837,No Dam,0,0,0.0,-4.165003991,-0.001258651,0.036778315,-0.550795427,-0.587573742,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1191,486960.2843,3581303.739,No Dam,0,0,0.0,-1.058907375,-0.000791195,-0.04367375,2.040761747,2.084435497,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1192,486858.808,3581429.698,No Dam,0,0,0.0,-0.947907181,-0.001694316,0.017842744,-0.419920896,-0.43776364,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1193,486826.3726,3581527.097,No Dam,0,0,0.0,-0.978745465,-0.0034485,-0.009521063,-0.449263778,-0.439742715,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1194,486826.2745,3581631.298,No Dam,0,0,0.0,2.053049635,-0.004996441,0.020441389,0.771376566,0.750935177,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1195,486850.1271,3581676.093,No Dam,0,0,0.0,-1.128089659,-0.006076195,0.085531875,-0.524807763,-0.610339638,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1196,486892.4362,3581729.524,No Dam,0,0,0.0,-1.079174891,-0.001389999,0.00056494,-0.374812458,-0.375377398,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1197,486964.0412,3581806.393,No Dam,0,0,0.0,1.778235884,-0.002647897,-0.0018447,0.689080148,0.690924848,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1198,487032.349,3581848.849,No Dam,0,0,0.0,3.358371879,-0.005209326,-0.011240863,-0.277503512,-0.266262649,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1199,487121.2475,3581855.939,No Dam,0,0,0.0,4.620888259,-0.000571758,0.000355497,-0.735755951,-0.736111448,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1200,487298.7765,3581859.654,No Dam,0,0,0.0,-3.272417837,0.000413193,0.033191171,0.929826674,0.896635503,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1201,487368.5355,3581868.452,No Dam,0,0,0.0,1.160129523,0.011080382,-0.059526335,0.870508775,0.93003511,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1202,487399.9608,3581887.462,No Dam,0,0,0.0,-3.440572075,0.00587523,0.013693977,-0.028555711,-0.042249688,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1203,487447.3923,3581961.213,No Dam,0,0,0.0,2.002459355,0.000369072,0.023477876,1.067957302,1.044479426,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1204,487509.8544,3582059.972,No Dam,0,0,0.0,8.679600587,-0.000615863,0.032392621,-0.4470494,-0.479442021,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1205,487616.7847,3582224.833,No Dam,0,0,0.0,0.949550422,-0.001422726,-0.011094817,0.661597498,0.672692315,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1206,487731.9923,3582295.301,No Dam,0,0,0.0,2.126596658,-0.002297319,0.059763683,-0.219391048,-0.279154731,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1207,487841.0269,3582329.504,No Dam,0,0,0.0,5.024137236,0.000224767,0.051580905,0.40268457,0.351103665,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1208,487958.5054,3582377.411,No Dam,0,0,0.0,2.253637556,0.004744417,0.053981288,1.19490308,1.140921792,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1209,487992.8471,3582421.8,No Dam,0,0,0.0,0.773025394,0.015987468,-0.002219202,-0.72034343,-0.718124228,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1210,487973.5204,3582506.221,No Dam,0,0,0.0,-2.132632622,0.002331704,0.033799196,0.246375159,0.212575963,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1211,487887.5648,3582630.661,No Dam,0,0,0.0,-5.197201906,0.000224593,0.029026912,1.687287123,1.658260211,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1212,487807.9494,3582709.891,No Dam,0,0,0.0,1.824961421,-0.003091403,0.033232411,-0.698486137,-0.731718548,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1213,487759.9249,3582842.495,No Dam,0,0,0.0,-1.328788365,-0.002095085,-0.027055916,-0.453682935,-0.426627019,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1214,487792.4353,3583030.9,No Dam,0,0,0.0,7.206382653,-0.000160466,-0.030566812,-0.293993832,-0.26342702,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1215,487838.3039,3583274.274,No Dam,0,0,0.0,-6.414227897,0.00109909,-0.020766923,0.310649363,0.331416286,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1216,487823.5818,3583435.939,No Dam,0,0,0.0,3.759257876,0.002926847,-0.040187747,-0.382055446,-0.341867699,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1217,487724.3565,3583570.657,No Dam,0,0,0.0,5.448608308,0.001130001,0.01592854,0.244502211,0.228573671,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1218,487587.6982,3583713.182,No Dam,0,0,0.0,4.928105297,0.000397196,-0.031331891,0.549087372,0.580419263,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1219,487452.368,3583821.73,No Dam,0,0,0.0,2.286005407,0.000470515,-0.008482318,-0.440055396,-0.431573078,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1220,487362.3632,3583906.624,No Dam,0,0,0.0,-1.196676819,0.000954574,0.015798026,0.037149867,0.021351841,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1221,487214.1424,3583989.127,No Dam,0,0,0.0,2.674747092,0.001320989,-0.020096129,-0.467056716,-0.446960587,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1222,487099.5277,3584027.513,No Dam,0,0,0.0,1.125610988,0.005489907,0.069867381,-0.602428237,-0.672295618,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1223,487025.4878,3584012.028,No Dam,0,0,0.0,3.989079058,0.006855575,-0.019081995,-0.335291236,-0.316209241,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1224,486952.0392,3583934.677,No Dam,0,0,0.0,4.979902217,0.002313653,0.026861799,-0.65983956,-0.686701359,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1225,486885.9075,3583819.791,No Dam,0,0,0.0,0.512046652,0.000205334,-0.0520466,-0.335056152,-0.283009552,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1226,486808.4773,3583625.006,No Dam,0,0,0.0,2.209117132,-0.001019064,-0.0423787,-0.265895397,-0.223516697,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1227,486745.2571,3583568.368,No Dam,0,0,0.0,-0.901327459,-0.001904163,0.009676598,0.525589758,0.51591316,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1228,486655.7263,3583472.148,No Dam,0,0,0.0,-3.661180368,-0.001472476,0.012361812,0.585453588,0.573091776,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1229,486577.0757,3583415.191,No Dam,0,0,0.0,0.724956294,-0.002264651,-0.036914645,-0.74786661,-0.710951965,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1230,486455.2547,3583378.893,No Dam,0,0,0.0,-1.291600696,-0.002202825,0.111649346,0.581314746,0.4696654,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1231,486357.5882,3583360.249,No Dam,0,0,0.0,-0.757259193,-0.00284236,0.035062958,1.74223419,1.707171232,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1232,486239.6635,3583398.102,No Dam,0,0,0.0,-1.295888974,-0.00082407,-0.04135351,-0.120773982,-0.079420472,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1233,486092.7456,3583443.036,No Dam,0,0,0.0,1.404755966,-0.000235519,0.008579727,-0.441649585,-0.450229312,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1234,485949.3804,3583507.136,No Dam,0,0,0.0,2.348916984,-8.14e-05,0.03420535,-0.618160851,-0.652366201,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1235,485853.1178,3583540.542,No Dam,0,0,0.0,-1.113899295,-0.000416876,0.080724303,2.110801135,2.030076832,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1236,485788.3175,3583569.468,No Dam,0,0,0.0,-1.973060989,-0.00187133,0.063730649,1.697286875,1.633556226,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1237,485724.3978,3583608.459,No Dam,0,0,0.0,-3.183246421,-0.002087405,0.06314141,1.461034844,1.397893434,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1238,485644.7902,3583667.366,No Dam,0,0,0.0,0.791636643,-0.004216539,-0.005487577,-0.483348934,-0.477861357,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1239,485616.191,3583738.652,No Dam,0,0,0.0,4.422139867,-0.004059344,-0.062082422,-0.380090566,-0.318008144,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1240,485598.2591,3583837.613,No Dam,0,0,0.0,0.142130454,-0.002248976,-0.002506374,-0.626091307,-0.623584933,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1241,485611.8989,3583968.25,No Dam,0,0,0.0,1.823612248,-0.001291442,0.014094228,-0.605013423,-0.619107651,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1242,485668.3287,3584115.772,No Dam,0,0,0.0,7.60928357,-0.000648345,-0.01950526,-0.352028836,-0.332523576,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1243,485728.4122,3584242.404,No Dam,0,0,0.0,-5.755971223,1.38e-05,-0.03011208,-0.395981343,-0.365869263,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1244,485847.8625,3584504.409,No Dam,0,0,0.0,-1.070476467,5.66e-05,-0.043251439,-0.407487038,-0.364235599,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1245,485890.8842,3584622.077,No Dam,0,0,0.0,-2.24708898,-3.52e-05,-0.027142217,-0.691673737,-0.66453152,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1246,485998.3301,3584849.677,No Dam,0,0,0.0,7.640115779,0.000538685,-0.022909436,0.822572974,0.84548241,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1247,486049.1657,3584979.62,No Dam,0,0,0.0,0.396550817,0.001325677,-0.04039348,-0.365044232,-0.324650752,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1248,486059.458,3585196.593,No Dam,0,0,0.0,-5.015726434,0.001391705,-0.002393304,-0.456093629,-0.453700325,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1249,486035.8463,3585311.246,No Dam,0,0,0.0,-3.129542296,0.001852746,-0.010279789,-0.536408573,-0.526128784,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1250,485971.2834,3585440.898,No Dam,0,0,0.0,0.390081256,0.000152672,-0.058453628,-0.519277907,-0.460824279,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1251,485911.1729,3585583.238,No Dam,0,0,0.0,-1.122246316,-9.43e-05,0.023960733,-0.221571595,-0.245532328,1.223108392,1.016140217,-0.206968175
Cahaba,2000,1252,485882.03,3585654.755,No Dam,0,0,0.0,-0.184149945,0.000584283,0.02039589,0.077037859,0.056641969,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1253,485806.1421,3585821.319,No Dam,0,0,0.0,1.835802997,0.000985481,0.015015805,-0.5911545,-0.606170305,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1254,485742.4746,3585884.613,No Dam,0,0,0.0,-1.334542537,0.007920525,0.020649513,0.325396618,0.304747105,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1255,485710.0181,3585907.419,No Dam,0,0,0.0,-1.572858003,0.007377946,0.026809604,0.994108021,0.967298417,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1256,485622.3971,3585919.946,No Dam,0,0,0.0,-1.141608923,0.002696724,0.019953444,1.422662594,1.40270915,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1257,485526.9442,3585898.614,No Dam,0,0,0.0,-2.510518802,0.001978317,0.007516458,0.145049701,0.137533243,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1258,485433.2621,3585861.261,No Dam,0,0,0.0,-3.378192646,0.001754607,0.016755694,0.789348439,0.772592745,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1259,485340.3926,3585807.499,No Dam,0,0,0.0,-3.333061859,0.003504235,-0.011729709,-0.395778685,-0.384048976,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1260,485282.9548,3585737.372,No Dam,0,0,0.0,-1.627236265,0.003076119,-0.042615977,0.170267289,0.212883266,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1261,485249.7716,3585623.159,No Dam,0,0,0.0,1.658159331,0.001080716,-0.023606305,0.951096824,0.974703129,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1262,485240.5729,3585538.822,No Dam,0,0,0.0,-0.483783183,-0.001273081,0.01461431,-0.574657798,-0.589272108,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1263,485206.8006,3585448.662,No Dam,0,0,0.0,1.377724726,-0.002463526,0.006484577,-0.421246842,-0.427731419,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1264,485170.3557,3585399.185,No Dam,0,0,0.0,-3.615975312,-0.000906633,0.019027992,0.04050694,0.021478948,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1265,485109.7701,3585300.619,No Dam,0,0,0.0,-0.410767769,-0.001223022,0.028867026,1.133883629,1.105016603,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1266,485057.6881,3585246.6,No Dam,0,0,0.0,-2.13942294,-0.001770201,-0.002987342,0.927551061,0.930538403,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1267,484973.7019,3585173.78,No Dam,0,0,0.0,-0.882698926,-0.002567813,0.01059509,-0.190005615,-0.200600705,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1268,484907.5687,3585142.844,No Dam,0,0,0.0,-3.222667979,-0.001605108,-0.025794798,0.426003138,0.451797936,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1269,484765.4695,3585101.012,No Dam,0,0,0.0,-2.884055319,-0.00088276,0.048181745,1.650796473,1.602614728,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1270,484638.9087,3585080.392,No Dam,0,0,0.0,-5.073682698,-0.001281828,0.068107839,1.085106972,1.016999133,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1271,484505.2572,3585085.11,No Dam,0,0,0.0,-3.705500667,-0.00058373,-0.012202308,0.001452223,0.013654531,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1272,484363.8929,3585104.831,No Dam,0,0,0.0,-3.551516193,-7.98e-05,0.018302603,0.207849817,0.189547214,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1273,484241.8253,3585114.169,No Dam,0,0,0.0,2.193557315,0.000469868,0.031478766,-0.383860323,-0.415339089,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1274,484147.8273,3585128.408,No Dam,0,0,0.0,-0.36649686,0.000893021,-0.021835372,0.088381777,0.110217149,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1275,484027.4956,3585115.541,No Dam,0,0,0.0,-0.943738096,-9.49e-05,0.041451206,0.514930058,0.473478852,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1276,483935.723,3585110.934,No Dam,0,0,0.0,-0.641578311,-0.001926859,0.064502204,0.859635673,0.795133469,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1277,483835.3329,3585123.054,No Dam,0,0,0.0,1.677551466,-0.002829564,0.053876326,-0.26238654,-0.316262866,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1278,483741.6401,3585164.071,No Dam,0,0,0.0,0.548883202,-0.004805722,0.03472591,-0.561934944,-0.596660854,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1279,483691.167,3585236.216,No Dam,0,0,0.0,0.941283386,-0.003998101,0.003562389,-0.369796566,-0.373358955,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1280,483658.0321,3585335.702,No Dam,0,0,0.0,-1.563557967,-0.003195302,-0.02834434,0.054272575,0.082616915,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1281,483662.7544,3585444.504,No Dam,0,0,0.0,-2.107802649,-0.00459987,0.008581188,0.167673827,0.159092639,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1282,483712.6904,3585538.453,No Dam,0,0,0.0,-3.09398488,-0.002486991,0.030656333,1.553433186,1.522776853,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1283,483838.7317,3585631.703,No Dam,0,0,0.0,-3.972621897,-0.000927012,0.041364619,1.108118096,1.066753477,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1284,483954.99,3585701.122,No Dam,0,0,0.0,-1.40802044,-0.001528697,-0.004050317,-0.504141975,-0.500091658,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1285,484038.0505,3585739.477,No Dam,0,0,0.0,-0.843032146,-0.00212448,0.02947763,0.967198543,0.937720913,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1286,484163.982,3585756.555,No Dam,0,0,0.0,0.629144079,-0.000175383,0.02312584,0.709948094,0.686822254,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1287,484344.7106,3585772.966,No Dam,0,0,0.0,5.216433733,0.001907111,0.053247149,1.015289765,0.962042616,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1288,484401.3636,3585798.299,No Dam,0,0,0.0,1.418474013,0.004975629,-0.024318764,0.844189818,0.868508582,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1289,484503.969,3585893.024,No Dam,0,0,0.0,2.004905125,0.001541291,0.016489475,1.632677944,1.616188469,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1290,484592.3162,3586052.896,No Dam,0,0,0.0,2.225197816,0.00308198,-0.055115498,-0.574411123,-0.519295625,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1291,484590.5212,3586176.315,No Dam,0,0,0.0,2.958477869,0.002420401,-0.033092187,0.511839068,0.544931255,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1292,484514.5317,3586353.419,No Dam,0,0,0.0,-1.101853789,0.000818393,0.016655205,0.055584111,0.038928906,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1293,484422.6631,3586511.699,No Dam,0,0,0.0,3.868024194,0.001463266,-0.025046209,0.142570721,0.16761693,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1294,484331.3599,3586607.31,No Dam,0,0,0.0,1.632507725,0.002179176,-0.050648599,0.409629373,0.460277972,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1295,484202.6467,3586674.253,No Dam,0,0,0.0,0.627260377,0.001509944,0.010247934,-0.407592445,-0.417840379,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1296,484081.9599,3586707.382,No Dam,0,0,0.0,-0.838786447,0.000282132,-0.042167641,0.816851313,0.859018954,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1297,483925.9559,3586742.057,No Dam,0,0,0.0,-3.15129457,-0.000494545,-0.03137663,1.183265142,1.214641772,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1298,483816.516,3586787.812,No Dam,0,0,0.0,-1.113027608,-0.001148538,-0.047477293,1.49013424,1.537611533,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1299,483722.9032,3586827.302,No Dam,0,0,0.0,-0.278539666,-0.002505879,0.028826724,0.873257959,0.844431235,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1300,483643.5358,3586889.835,No Dam,0,0,0.0,-2.062136889,-0.004579356,9.43e-05,-0.515250006,-0.515344306,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1301,483604.9087,3586979.713,No Dam,0,0,0.0,-2.564202221,-0.001141282,0.011092585,-0.024188894,-0.035281479,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1302,483566.5698,3587145.752,No Dam,0,0,0.0,-6.894587856,0.00033872,-0.057175959,-0.466453922,-0.409277963,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1303,483542.6795,3587229.709,No Dam,0,0,0.0,-0.723911491,0.003500014,-0.020682505,-0.184144914,-0.163462409,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1304,483489.0503,3587310.822,No Dam,0,0,0.0,-0.98807265,0.003932508,0.004307962,-0.035824859,-0.040132821,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1305,483406.1678,3587364.047,No Dam,0,0,0.0,-1.898714504,0.008785238,-0.004732109,1.386937113,1.391669222,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1306,483338.9903,3587344.892,No Dam,0,0,0.0,0.637187164,0.003839603,0.021554048,0.187343743,0.165789695,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1307,483239.6307,3587291.884,No Dam,0,0,0.0,-0.996816436,0.001102054,-0.032505136,1.920230199,1.952735335,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1308,483150.2424,3587224.349,No Dam,0,0,0.0,0.38495115,0.000604672,-0.010354448,1.39786662,1.408221068,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1309,483080.8377,3587159.081,No Dam,0,0,0.0,-1.883087242,-0.001141343,-0.038743392,0.948304907,0.987048299,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1310,483005.3641,3587106.716,No Dam,0,0,0.0,-0.704581502,-0.004911687,-0.001568302,0.007704301,0.009272603,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1311,482944.3123,3587095.56,No Dam,0,0,0.0,0.213640301,-0.00517952,0.009429518,-0.441915468,-0.451344986,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1312,482856.1399,3587109.894,No Dam,0,0,0.0,-0.458468167,-0.006896498,0.044594454,-0.195701451,-0.240295905,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1313,482809.9954,3587147.407,No Dam,0,0,0.0,-0.395277907,-0.0085919,0.007348113,-0.447046998,-0.454395111,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1314,482777.7201,3587238.981,No Dam,0,0,0.0,-1.44134341,-0.002555198,-0.015480538,-0.364071945,-0.348591407,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1315,482792.3426,3587384.732,No Dam,0,0,0.0,-1.14161075,-0.001187917,-0.004687153,-0.04875827,-0.044071117,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1316,482833.0538,3587520.774,No Dam,0,0,0.0,1.277101451,-0.001016654,-0.001186848,0.25861594,0.259802788,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1317,482873.8374,3587618.543,No Dam,0,0,0.0,1.137722174,0.000254435,0.017477704,0.029116676,0.011638972,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1318,482928.7996,3587729.132,No Dam,0,0,0.0,-1.113680285,0.004907741,-0.043894664,-0.422845457,-0.378950793,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1319,482906.515,3587778.161,No Dam,0,0,0.0,-1.884866468,0.011505613,-0.011666155,-0.682641182,-0.670975027,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1320,482868.2926,3587823.814,No Dam,0,0,0.0,-0.944560412,0.008503657,-0.0114752,0.030322201,0.041797401,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1321,482827.1607,3587843.317,No Dam,0,0,0.0,-1.642663079,0.004710387,0.028843369,1.307143761,1.278300392,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1322,482755.7584,3587845.217,No Dam,0,0,0.0,-2.388671379,-0.000252792,-0.008532321,0.097292398,0.105824719,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1323,482661.6432,3587861.944,No Dam,0,0,0.0,-2.77936047,-0.00124172,-0.018486361,1.273060294,1.291546655,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1324,482539.8135,3587885.314,No Dam,0,0,0.0,1.923165084,-0.001087442,0.036573937,0.887365026,0.850791089,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1325,482413.2518,3587956.883,No Dam,0,0,0.0,0.305470925,-0.000573093,0.002833369,0.00793117,0.005097801,1.221367892,0.966596472,-0.25477142
Cahaba,2000,1326,482288.7559,3588021.153,No Dam,0,0,0.0,1.740445109,-0.000829406,-0.022941373,-0.169377161,-0.146435788,1.221367892,0.966596472,-0.25477142
